aerosol_total_aod,albedo_o2_fph,albedo_slope_o2,albedo_slope_strong_co2,albedo_slope_weak_co2,albedo_strong_co2_fph,albedo_weak_co2_fph,StartOrbitNumber,albedo_o2_abp_0,albedo_o2_abp_1,co2_ratio_idp,dispersion_multiplier_abp,fluorescence_offset_relative_757nm_idp,fluorescence_offset_relative_771nm_idp,h2o_ratio_idp,o2_ratio_idp,reduced_chi_squared_o2_abp,snr_o2_abp,surface_pressure_delta_abp,surface_pressure_offset_abp,temperature_offset_abp,retrieval_altitude,retrieval_aspect,retrieval_azimuth,retrieval_latitude,retrieval_longitude,retrieval_overlap,retrieval_overlap_o2_weak_co2,retrieval_overlap_strong_co2_o2,retrieval_overlap_weak_co2_strong_co2,retrieval_polarization_angle,retrieval_slope,retrieval_solar_azimuth,retrieval_solar_relative_velocity,retrieval_solar_zenith,retrieval_surface_roughness
0.332714,0.292303,-2.77E-05,-4.15E-05,-4.99E-05,0.242211,0.302816,991,0.276192,0.285754,1.00861,0.999991361,-0.00427246,0.0137939,0.977295,1.00037,21.4714,625.666,341.913,-500,0.915653,762.579,307.667,27.7594,38.4394,68.2421,97.36,87.1717,88.0125,90.6017,0.460241,2.77178,207.18,-348.145,35.6701,32.2144
0.228562,0.266035,-3.84E-05,-1.13E-05,-9.21E-05,0.125112,0.201461,991,0.25812,0.270881,1.02246,0.999991708,0.00628662,0.0231934,0.99353,1.07581,18.9625,605.018,-171.673,-500,1.21567,682.687,308.174,27.4848,38.4709,68.2423,96.9295,87.3124,87.6313,90.5745,0.241036,1.14571,207.165,-348.168,35.6992,12.944
0.31972,0.267263,-8.79E-06,7.72E-05,-0.000142459,0.242677,0.310725,991,0.267474,0.268705,1.01318,0.999991777,0.003479,0.0154419,0.966736,0.967529,15.5891,576.987,786.066,-500,0.241579,866.663,261.497,26.7847,38.4593,68.2848,97.1886,84.1318,84.4773,84.8566,359.586,7.1723,207.241,-347.892,35.7042,53.7591
0.186897,0.247794,-3.22E-05,-3.20E-05,-6.72E-05,0.128395,0.194448,991,0.241181,0.252545,1.0199,0.999991704,0.00317383,0.0172729,0.98053,1.03833,18.4625,564.517,-310.357,-500,1.16484,686.185,205.636,28.1684,38.5029,68.1944,94.0527,82.9402,85.4261,89.5069,0.917671,0.72417,207.07,-348.496,35.711,6.11908
0.107597,0.278268,-4.66E-05,-0.000101338,-7.59E-05,0.124293,0.201278,991,0.266446,0.283131,1.02368,0.999991642,0.00402832,0.0145264,0.98468,1.03778,19.8085,577.898,161.355,-500,0.952259,730.783,314.407,26.7649,38.4767,68.2776,97.2066,83.9366,84.4884,85.1878,359.586,3.42489,207.22,-347.951,35.7176,40.0122
0.110771,0.214287,-2.46E-05,-4.31E-05,-5.76E-05,0.135634,0.185535,991,0.209805,0.217692,1.013,0.999991584,0.00506592,0.017334,0.998047,1.02533,19.715,545.273,-509.991,-500,1.67526,705.311,200.393,27.6803,38.5118,68.2152,97.1606,87.4028,88.2458,91.0293,0.46105,0.825872,207.1,-348.371,35.727,7.54666
0.397007,0.206442,-2.48E-05,-5.61E-05,-6.31E-05,0.161744,0.204955,991,0.209001,0.216273,1.01422,0.999991342,0.000915527,0.0160522,0.97876,1.03668,18.8515,544.064,-354.568,-500,1.58739,700.184,186.593,27.4452,38.5073,68.229,96.9684,87.0523,87.5,90.4778,0.241216,0.733884,207.125,-348.281,35.7279,7.53405
0.20542,0.244764,-2.50E-05,0.000175791,-9.74E-05,0.229226,0.310987,991,0.240382,0.24874,1.02209,0.999991647,0.0020752,0.0148315,0.991516,1.04089,17.4901,563.236,-792.961,-500,1.66208,904.172,141.835,28.1078,38.5583,68.1751,93.6881,83.2952,85.7845,89.9851,0.897491,5.03267,207.011,-348.662,35.755,60.8604
0.0935745,0.226513,-2.06E-05,-2.09E-05,-4.10E-05,0.109834,0.160445,991,0.221884,0.227085,1.01312,0.999990824,0.00201416,0.00854492,0.985657,1.10645,22.4123,549.443,-500.56,-500,2.39922,747.65,177.992,27.1719,38.5396,68.2298,97.0164,85.4645,85.943,88.8168,0.0225775,0.952488,207.111,-348.302,35.7579,11.2461
0.498401,0.269507,-3.27E-05,1.60E-05,-6.81E-05,0.102909,0.186689,991,0.253413,0.264009,1.01898,0.999991693,0.00140381,0.0233154,1.01459,1.21576,18.2173,571.638,-422.112,-500,2.17418,784.387,205.406,26.9184,38.5538,68.2373,97.4061,83.5086,84.1854,86.6577,359.804,1.95158,207.116,-348.266,35.7737,15.667
0.249933,0.2681,-1.73E-05,0.000223711,-0.000108423,0.215364,0.310946,991,0.257876,0.263019,1.0202,0.999991767,-0.00012207,0.00750732,0.974548,1.2121,16.128,576.018,-732.245,-500,2.89044,973.928,188.321,26.8573,38.6091,68.218,97.2442,83.3458,84.1292,86.741,359.803,4.6825,207.057,-348.432,35.8176,53.7137
0.157037,0.130319,-1.64E-05,4.05E-05,-5.04E-05,0.0950776,0.145398,991,0.12852,0.135324,1.0152,0.999991623,0.00701904,0.00946045,0.951416,1.13824,13.388,428.05,303.065,-500,1.34869,1694.23,54.4721,27.2837,38.657,68.1789,96.2884,86.442,86.1162,89.5211,0.238043,21.7893,206.969,-348.718,35.8474,118.27
0.110639,0.151402,-2.32E-05,2.73E-05,-7.12E-05,0.123736,0.178271,991,0.148339,0.153874,1.01593,0.99999175,0.00244141,0.0157471,0.879272,1.60242,12.1032,430.762,-1472.53,-500,3.48806,1256.61,96.3824,26.5654,38.6606,68.2128,97.1989,83.4536,83.627,83.581,359.585,13.3795,207.023,-348.506,35.8632,127.338
0.102447,0.192358,-2.54E-05,1.32E-05,-0.000124369,0.203975,0.266307,991,0.186135,0.196158,1.01221,0.999991345,0.0067749,0.00946045,1.02686,0.955505,17.6292,506.231,-501.359,-500,0.380184,3137.94,267.571,26.7395,38.9495,68.0895,97.0725,85.5726,85.4314,88.1506,0.0220313,23.0066,206.681,-349.515,36.0848,194.212
0.219201,0.1493,-5.18E-06,-6.50E-05,9.32E-06,0.157968,0.182998,991,0.151001,0.154281,1.00293,0.999992024,0.00842285,0.0111084,0.982788,0.974426,12.2677,447.564,400.38,-500,-4.07122,3644.13,237.607,27.3407,39.2594,67.9272,93.2441,87.3192,88.8653,93.2992,0.894713,25.7581,206.27,-350.777,36.3136,182.267
0.130362,0.234609,-2.48E-05,4.97E-06,-7.52E-05,0.132323,0.211464,991,0.228192,0.236665,1.02173,0.999991603,0.00488281,0.0165405,1.01428,1.10107,14.996,565.628,-237.164,-500,4.24473,1113.51,15.4709,26.4001,39.4525,67.8813,96.9826,87.5168,87.8621,90.7789,0.222755,1.64623,206.109,-351.209,36.4771,14.6919
0.12428,0.263485,-2.48E-05,5.33E-07,-6.67E-05,0.240019,0.298408,991,0.256385,0.26559,1.01794,0.999991322,-0.00482178,0.00872803,1.00061,1.04596,18.2115,588.878,-384.097,-500,3.10499,1159.22,226.459,26.1326,39.4847,67.8819,97.1272,85.8747,86.1909,88.9036,0.00972278,1.95186,206.095,-351.231,36.5071,11.50890.305708,0.307974,-6.18E-05,-3.87E-05,-0.000158555,0.0724879,0.199885,990,0.297701,0.314171,1.03827,1.000003007,0.0183716,0.0234985,0.994751,1.10339,48.7465,670.583,565.999,-500,1.8909,18.0268,336.014,107.785,-1.03059,103.339,78.9615,71.0913,91.4673,71.5828,1.09889,0.197379,286.614,-265.308,23.8741,3.32831
0.0996709,0.289662,-3.52E-05,-1.64E-05,-9.90E-05,0.168359,0.245258,990,0.274321,0.284142,1.01605,0.999998781,0.0115967,0.020874,0.981201,1.01764,59.5441,659.397,-1636.19,-500,2.52211,7.54026,192.104,70.4754,13.8003,100.02,82.8934,18.0392,27.6439,18.0304,0.0225359,0.451217,250.365,-286.441,21.9547,1.6721
0.116037,0.308342,-4.37E-05,-4.37E-05,-0.000103533,0.160082,0.250155,990,0.295897,0.308081,1.01965,0.999998708,0.0130005,0.0214844,0.995667,1.02673,57.5088,666.396,-1553.33,-500,2.17414,8.20844,193.542,69.9502,13.8468,100.01,84.8339,15.0097,22.6027,14.9398,359.654,0.216043,250.251,-286.507,21.966,1.29614
0.143972,0.325473,-4.89E-05,-0.000109237,-0.00010344,0.141602,0.237269,990,0.308655,0.32358,1.02295,0.999998555,0.000427246,0.0188599,1.01294,1.0199,42.761,611.794,-1209.4,-500,1.64255,6.95177,186.305,69,13.9025,100.001,83.8015,11.3409,18.7311,11.3153,358.924,2.43186,250.117,-286.569,21.9818,1.72569
0.176712,0.317423,-4.94E-05,-6.42E-05,-0.000122695,0.0715118,0.184433,990,0.30639,0.324033,1.04083,0.999996361,0.00170898,0.0187988,1.01556,1.09064,66.6145,702.331,-600.989,-500,2.83779,520.116,1.85751,51.2224,22.705,97.797,98.3846,79.5995,80.3999,80.2239,0.731092,1.59986,230.293,-305.195,25.126,21.0984
0.197404,0.31814,-4.70E-05,-5.92E-05,-0.000130887,0.0793236,0.190127,990,0.309627,0.323355,1.03815,0.999995854,0.0098877,0.0199585,1.02368,1.1131,61.0727,704.686,-526.4,-500,2.82077,518.759,83.0663,50.8485,22.7158,97.7999,99.338,78.9205,79.2485,79.5655,0.409295,0.472562,230.283,-305.174,25.136,13.5177
0.147904,0.297248,-4.37E-05,-6.77E-05,-0.000111129,0.0611651,0.154533,990,0.28702,0.304458,1.0246,0.99999549,0.0231323,0.0258789,0.990051,1.08484,26.3145,652.862,55.464,-500,1.82203,113.473,174.72,48.6917,24.3893,97.3317,95.8737,77.6179,80.7591,82.1869,1.33725,0.0477023,227.081,-309.32,26.0039,1.43359
0.08305,0.288811,-3.93E-05,-7.47E-05,-0.000101781,0.065455,0.157093,990,0.278339,0.295334,1.02454,0.999995739,0.015625,0.0192871,0.982483,1.08484,26.4954,662.821,132.249,-500,1.71324,114.467,132.595,48.3337,24.4002,97.3348,93.1893,78.0597,81.268,82.8157,1.02837,0.109329,227.073,-309.299,26.0144,2.22408
0.0768736,0.294771,-6.58E-05,-8.37E-05,-0.000112914,0.0897777,0.170893,990,0.279652,0.301477,1.01752,0.999995634,0.0123901,0.0142822,0.987122,1.08234,25.6113,573.463,99.1715,-500,2.17563,116.735,311.775,46.2898,24.4121,97.3715,94.0376,71.3539,75.0259,72.1039,359.177,0.0917408,227.125,-309.023,26.0502,2.55975
0.199714,0.34256,-6.52E-05,-8.80E-05,-0.000144524,0.0438245,0.164952,990,0.330117,0.355648,1.03223,0.999995497,0.0247803,0.022583,1.02087,1.09875,26.9059,711.878,648.928,-500,1.22529,138.639,192.764,46.9201,24.6189,97.2949,99.1031,79.5873,79.7721,80.5376,0.100356,0.418885,226.71,-309.682,26.1496,6.08061
0.0497406,0.30248,-6.68E-05,-8.22E-05,-0.000114704,0.0378687,0.147531,990,0.286934,0.315488,1.02618,0.999995443,0.0219727,0.0201416,0.987976,1.04193,22.3185,676.685,-109.607,-500,1.33513,154.846,29.7179,46.7034,24.9227,97.2053,98.7741,82.3782,82.6823,83.3588,0.404492,0.963306,226.149,-310.476,26.3146,15.7286
0.0704597,0.333361,-6.49E-05,-9.91E-05,-0.000137086,0.0408706,0.160882,990,0.316513,0.345278,1.02783,0.999995485,0.0111694,0.0194092,1.01288,1.04083,25.0144,697.323,-178.139,-500,1.27553,148.673,78.5651,46.384,24.9155,97.214,98.7342,79.0389,79.4876,80.6156,0.100424,0.523058,226.175,-310.407,26.3154,8.67266
0.162337,0.266481,-4.47E-05,-8.27E-05,-9.76E-05,0.0364495,0.131155,990,0.254556,0.276157,1.03882,0.999995309,0.0128174,0.0164185,1.01306,1.04919,22.1836,634.106,-195.148,-500,1.12771,177.761,136.105,47.2038,25.0112,97.1678,92.9586,77.3486,80.6546,83.3055,1.00782,3.8888,225.966,-310.795,26.355,51.2321
0.116514,0.27614,-3.69E-05,-6.57E-05,-0.000124415,0.0591656,0.167156,990,0.267796,0.282779,1.02899,0.999995394,0.0115967,0.0227661,0.988342,1.05347,18.4828,611.964,-138.807,-500,0.941682,136.07,208.966,45.5319,25.0121,97.2018,96.3821,75.0718,76.7097,75.8018,359.48,0.223676,226.028,-310.537,26.38,6.95139
0.0446515,0.219354,-5.64E-05,2.26E-05,-8.51E-05,0.0809113,0.153959,990,0.207477,0.229319,1.00854,0.999994355,0.0209961,0.0223999,0.950623,1.13379,18.8383,491.386,-498.801,-500,2.59774,558.445,284.295,41.001,27.507,96.5168,94.367,74.6775,77.9712,76.1459,359.222,7.68698,221.801,-316.741,27.8691,62.3831
0.0826382,0.242308,-3.22E-05,-8.86E-05,-0.000110884,0.0972791,0.17526,990,0.235372,0.248381,1.03229,0.999994955,0.00567627,0.0161133,1.06335,1.06512,22.3964,607.37,-1491.61,-500,0.298581,1196.59,131.589,41.5575,27.9215,96.3679,98.487,84.8942,85.4139,86.9266,0.346115,6.22645,221.079,-318.036,28.1095,142.9
0.0868978,0.329288,-8.95E-06,-0.000436278,-6.90E-05,0.204425,0.35334,990,0.324246,0.33828,1.0307,0.999995054,0.00183105,0.0199585,1.12366,0.900208,37.1915,687.414,-1933.52,-500,-1.97574,5131.58,331.278,38.6279,30.4252,95.6189,95.0384,79.1621,81.9911,85.5363,1.13519,5.451,217.252,-324.796,29.7411,116.968
0.347492,0.0944664,1.59E-05,4.35E-05,-3.60E-05,0.0370964,0.077941,990,0.105784,0.10109,1.02869,0.999992872,-0.00543213,0.00494385,0.934265,1.50647,8.67563,383.886,776.94,-500,4.37178,3509.54,67.1491,36.2556,31.0534,95.4671,97.5639,78.8382,79.956,82.1049,359.795,31.6605,216.426,-326.237,30.1918,126.842
0.149884,0.121784,-4.91E-06,-3.09E-05,-1.94E-05,0.0531901,0.10899,990,0.12134,0.126077,1.04297,0.999992639,-0.00177002,0.0181274,1.04138,0.976807,9.4142,372.29,-333.505,-500,1.16941,3988.45,251.351,35.6745,31.0625,95.4854,94.3035,77.2279,80.5835,79.2978,359.269,27.6896,216.45,-326.117,30.2092,156.875
0.0585194,0.208972,-2.54E-05,-7.15E-05,-0.000153799,0.0939432,0.196736,990,0.203404,0.214962,1.01984,0.999993634,0.0141602,0.0102539,1.01044,0.937988,12.7133,535.494,-1577.93,-500,1.87613,3719.51,228.262,36.2034,31.0913,95.4568,97.7006,82.8723,83.7841,85.5891,359.794,30.1241,216.374,-326.333,30.2185,219.854
0.185068,0.200337,-1.18E-05,-5.76E-05,-7.97E-05,0.170704,0.246104,990,0.198262,0.206985,1.03375,0.999994465,-0.00848389,0.00775146,1.08966,0.913818,17.9986,552.214,-1221.85,-500,-0.342887,4889.16,23.485,35.4732,32.2335,95.078,96.802,83.5008,84.5154,87.3719,0.569785,8.34555,214.752,-329.688,31.002,123.439
0.173496,0.170573,-1.18E-05,-0.000113323,-7.51E-05,0.156983,0.218276,990,0.16863,0.174744,1.0354,0.999994296,0.00152588,0.00500488,1.11316,0.932617,15.7842,499.378,-788.469,-500,-0.202622,4917.5,5.16295,34.9307,32.2226,95.101,96.8231,81.5716,81.9637,84.8957,0.0574899,7.06865,214.802,-329.523,31.0043,76.1878
0.266642,0.144442,-5.68E-06,-5.07E-05,-6.64E-05,0.12376,0.178422,990,0.145113,0.150317,1.02588,0.99999377,0.0102539,0.00640869,1.03021,0.879578,12.9989,462.799,372.452,-500,-0.782032,5063.31,150.411,34.9075,32.2418,95.0958,96.9359,83.4874,83.7052,86.5275,0.0585953,6.47736,214.777,-329.572,31.0182,108.071
0.442622,0.200392,-1.68E-05,-9.91E-05,-0.000127213,0.104035,0.213359,990,0.198282,0.206215,1.03937,0.999994013,-0.00250244,0.0223999,1.09607,1.10168,11.6903,473.962,735.514,-500,-0.0644611,4733.91,27.127,34.0039,32.2988,95.1065,94.6228,79.4151,83.7264,81.0145,359.299,5.57584,214.751,-329.536,31.0731,90.7338
0.169914,0.17648,-1.75E-06,-7.27E-05,-8.48E-05,0.105501,0.190149,990,0.17756,0.178317,1.02277,0.999992173,0.003479,0.0163574,1.06256,0.971191,13.8622,496.128,592.857,-500,-0.106494,4994.42,44.0398,34.4046,32.4197,95.0481,97.3415,78.3043,79.4172,82.0046,359.818,24.4368,214.552,-330.016,31.1483,131.212
0.0564949,0.137604,-9.59E-06,-6.58E-05,-4.70E-05,0.113023,0.169536,990,0.136085,0.139612,1.01508,0.999992484,0.00982666,0.00354004,0.981628,1.00854,14.1788,456.374,402.931,-500,-0.837339,5115.3,251.951,34.8196,32.5228,94.9965,96.9423,85.961,86.2314,89.117,0.325274,9.48375,214.38,-330.438,31.2119,71.6098
0.209738,0.225908,-3.54E-05,-0.000119164,-0.000133953,0.0912458,0.217313,990,0.218107,0.23629,1.02374,0.999993592,0.00793457,0.0137939,1.01019,1.0188,14.1722,575.101,841.7,-500,-0.866323,4796.07,135.253,34.1981,33.378,94.7055,93.3435,82.2109,85.5344,88.3675,0.791733,2.89419,213.222,-332.995,31.8166,87.137
0.232798,0.196309,-2.72E-05,-0.000185161,-9.48E-05,0.101892,0.195242,990,0.189149,0.201497,1.03015,0.999992769,0.00506592,0.000854492,1.08325,1.01263,12.6973,512.601,600.255,-500,-0.636879,4890.23,270.022,33.0449,33.4301,94.7292,97.1648,82.4398,83.0564,85.834,359.793,13.3345,213.226,-332.871,31.8737,94.9897
0.234434,0.315514,1.11E-05,-0.000274042,-6.85E-05,0.188175,0.295793,990,0.315181,0.31425,1.04028,0.999993996,0.00164795,0.0126953,1.17719,0.880615,23.1676,648.95,293.175,-500,-1.79546,5391.06,247.144,32.4272,33.7027,94.6545,97.1967,82.8658,83.4023,84.0611,359.549,5.67575,212.898,-333.566,32.0778,107.77
0.173856,0.23913,-8.32E-06,-0.000133215,-0.000115443,0.0920277,0.192137,990,0.23812,0.241006,1.03717,0.999991232,0.00653076,0.00402832,1.14545,1.00128,25.1919,599.039,-888.083,-500,0.379057,4953.92,57.9633,32.9959,33.8799,94.5627,97.2398,86.5253,86.8481,89.5123,0.286076,5.50651,212.612,-334.305,32.191,32.21
0.116538,0.332787,-7.36E-06,-0.000265725,-3.25E-05,0.16313,0.295517,990,0.329323,0.33809,1.03693,0.999991366,0.00817871,0.0172119,1.12732,0.960815,26.717,680.752,-1900.24,-500,-0.197955,4762.38,137.842,33.3715,34.2257,94.4174,94.3618,82.579,85.1983,89.3168,1.02907,4.83849,212.119,-335.522,32.4297,61.8917
0.150932,0.322927,-2.31E-05,-0.000188529,-0.000137726,0.14777,0.301596,990,0.316759,0.329117,1.03912,0.999991474,0.0105591,0.0183716,1.09167,0.964844,32.9861,688.182,-893.917,-500,-0.287354,4604.97,242.988,32.6483,34.5677,94.3155,93.0618,82.0802,84.7975,89.7489,0.761593,7.49471,211.71,-336.445,32.6871,64.9721
0.0857838,0.279961,-1.48E-05,-7.74E-05,-3.40E-05,0.1823,0.231169,990,0.274578,0.284173,1.01471,0.999992869,0.00390625,0.00823975,0.979553,1.00598,12.0934,618.01,450.71,-500,-0.0985307,4391.6,53.8805,32.1082,35.2128,94.0882,94.2877,82.8279,85.138,89.6795,0.996925,0.102192,210.897,-338.417,33.1621,1.79632
0.0917198,0.200121,-1.78E-05,-5.43E-05,-5.04E-05,0.195925,0.230825,990,0.194886,0.203598,1.00598,0.999992935,-0.0055542,0.00726318,0.991821,1.02185,11.8359,463.559,439.494,-500,-0.227174,4387.5,197.698,30.2863,35.2149,94.1641,94.5597,79.7914,82.8849,81.1477,359.326,0.538527,211.026,-337.917,33.1973,6.01029
0.0884876,0.227202,-1.99E-05,-4.86E-05,-4.40E-05,0.208957,0.256169,990,0.222008,0.230856,1.01306,0.999992175,0.00183105,0.00939941,0.993042,1.0025,13.6847,575.137,171.331,-500,-0.138883,4417.76,214.794,31.2698,35.252,94.1075,97.2557,86.9365,87.2677,89.8807,0.271597,1.99044,210.905,-338.317,33.2057,14.7381
0.161416,0.19011,-9.88E-06,-8.05E-05,-3.84E-05,0.174383,0.220336,990,0.187014,0.194082,1.01398,0.99999246,-0.0055542,0.003479,1.00995,1.02264,11.2411,510.044,458.34,-500,-0.0702483,4450.78,257.504,32.0041,35.2858,94.0643,94.2974,82.7114,85.0823,89.6285,0.982423,1.92107,210.809,-338.627,33.2171,17.715
0.16404,0.216739,-4.45E-05,-0.00019357,-8.86E-05,0.140716,0.233335,990,0.20699,0.225022,1.02966,0.999992242,-0.00689697,0.00152588,1.07196,1.01501,12.0172,524.233,400.645,-500,-0.452617,4639.74,252.521,30.4393,35.2932,94.128,97.1006,83.4313,84.6703,84.7901,359.553,2.48966,210.914,-338.213,33.2516,18.2814
0.151718,0.202734,-6.64E-06,-0.000106499,-1.86E-05,0.149246,0.205071,990,0.202865,0.206163,1.02319,0.999991718,0.00427246,0.0177612,1.05786,1.00085,20.6255,549.542,-1290.42,-500,0.0422653,4606.74,200.997,31.2672,35.4588,94.0282,97.5129,86.7668,87.5577,90.0128,0.498166,0.706394,210.638,-338.992,33.3566,9.87658
0.229114,0.134963,-8.35E-06,-4.57E-05,-2.23E-05,0.0945412,0.134174,990,0.134621,0.139665,1.02228,0.999992201,0.00152588,0.0117188,1.06726,1.03479,12.1255,427.209,323.658,-500,-0.212429,4707.06,272.215,30.452,35.4996,94.0476,97.1811,82.4387,83.1616,85.8924,359.794,1.94728,210.646,-338.895,33.4017,21.0971
0.0306436,0.140859,-9.32E-06,-4.73E-05,-2.08E-05,0.0975835,0.139261,990,0.137786,0.143749,1.00439,0.999992477,-0.00360107,0.00708008,0.977112,0.973328,9.36248,444.604,470.919,-500,-0.73118,4825.67,255.492,30.6825,35.5232,94.0291,97.0424,84.6721,84.9041,87.6956,0.0308445,2.57902,210.599,-339.034,33.4149,30.1211
0.0874762,0.151776,-1.32E-05,-7.89E-05,-4.19E-05,0.109831,0.155954,990,0.149057,0.153748,1.01233,0.999991944,-0.00775146,0.00524902,0.999451,0.978516,9.46967,449.317,544.69,-500,-0.675113,4774.92,105.788,30.4318,35.5183,94.0416,97.4866,83.2292,83.9452,86.3527,359.795,6.07756,210.624,-338.948,33.4158,54.8272
0.0860338,0.185257,-1.41E-05,-8.74E-05,-4.18E-05,0.146317,0.199761,990,0.180844,0.189591,1.01782,0.99999256,-0.00854492,0.00732422,0.967712,1.04596,10.204,517.246,133.381,-500,-0.597458,4734.6,157.543,31.3939,35.5745,93.9787,93.2078,83.0052,85.6797,90.5242,0.740646,14.6363,210.481,-339.404,33.4392,70.8718
0.0791089,0.169325,-1.63E-05,-9.55E-05,-4.03E-05,0.1408,0.187735,990,0.165808,0.172535,1.01074,0.999992242,-0.00317383,0.0133057,0.972717,1.10303,8.64114,473.951,503.654,-500,-0.678282,4669.7,289.878,30.3687,35.5728,94.0227,97.5154,82.8458,83.6604,85.6123,359.798,0.307354,210.558,-339.113,33.4567,6.51768
0.0595346,0.175805,-2.14E-05,-0.000113471,-6.13E-05,0.14936,0.20133,990,0.17069,0.180189,1.00635,0.999992341,-0.00195312,0.00714111,0.965149,1.05493,9.11787,474.189,583.734,-500,-0.707207,4687.76,161.606,30.0763,35.605,94.0232,97.0588,83.4063,84.1326,84.5214,359.565,0.484785,210.539,-339.134,33.4859,6.58692
0.0916952,0.179331,-1.73E-05,-8.32E-05,-5.88E-05,0.174781,0.23056,990,0.176197,0.183748,1.00696,0.999992831,-0.00213623,0.0222168,0.948853,1.01715,9.61891,481.413,260.316,-500,-1.09301,4802.62,193.89,30.0339,35.6421,94.0111,97.0578,82.9288,83.7562,84.2056,359.567,4.23174,210.495,-339.241,33.5139,42.0748
0.154206,0.211129,-1.44E-06,-1.91E-05,-2.75E-05,0.169641,0.23522,990,0.210765,0.215735,1.01068,0.999992096,0.00439453,0.00561523,1.01892,0.942383,21.6496,481.556,-1480.69,-500,-0.22029,4869.5,15.5972,29.7435,35.6746,94.0118,94.8217,80.5665,83.6544,81.5956,359.335,6.65755,210.476,-339.261,33.5435,62.7546
0.0999753,0.190613,-1.20E-05,2.88E-05,-8.43E-05,0.218728,0.285231,990,0.187212,0.19421,1.013,0.999992942,0.00366211,0.00598145,0.990051,1.0083,10.2334,525.178,74.6224,-500,-0.904013,4971.75,179.29,31.152,35.7763,93.9106,93.9327,84.9372,87.5733,91.5388,0.739839,8.73625,210.24,-340,33.5916,113.567
0.0654074,0.160495,-1.99E-05,-3.22E-05,-0.000103619,0.147196,0.212861,990,0.156119,0.165724,1.01111,0.999992543,0.00897217,0.0108643,1.01843,0.979248,11.2643,482.106,920.525,-500,-1.03107,4944.56,30.4939,30.628,35.7843,93.9295,96.7336,85.5183,86.0518,89.1407,0.267968,10.489,210.268,-339.881,33.607,113.749
0.035887,0.197428,-1.22E-05,-0.00010508,-3.71E-05,0.218,0.253776,990,0.192744,0.200479,1.01385,0.999992569,-0.00531006,-0.00305176,0.937561,1.28186,9.82892,502.42,550.81,-500,1.8312,3994.87,29.2553,29.7453,35.877,93.9288,97.0713,83.5216,84.3113,84.7378,359.563,4.23374,210.211,-339.953,33.6903,32.2045
0.126056,0.261275,-1.14E-05,-6.92E-05,-6.58E-05,0.289037,0.339856,990,0.257275,0.263244,1.021,0.99999218,-0.00897217,0.0106812,1.03021,1.06915,17.0687,580.591,-896.406,-500,-0.251346,4455.56,252.447,29.6363,35.9704,93.8993,97.1019,82.8758,83.8806,84.3186,359.562,9.65334,210.104,-340.217,33.7619,58.6066
0.109067,0.216685,-1.61E-05,-6.84E-05,-1.87E-05,0.249571,0.283485,990,0.212198,0.220106,1.00604,0.999992416,-0.00292969,0.00848389,1.02356,1.07385,13.0971,561.146,5.60017,-500,-0.881575,4581.16,207.406,30.5859,36.026,93.8355,97.495,87.3979,88.1177,90.5174,0.49387,5.1884,209.962,-340.675,33.7852,49.06
0.270406,0.194706,-1.05E-05,-4.43E-05,-7.16E-05,0.215776,0.254099,990,0.194758,0.199426,1.00519,0.999992715,-0.0115356,0.0137329,0.995361,0.938782,11.4499,536.859,-74.4302,-500,-2.44949,4967.36,235.421,30.5216,36.0815,93.8172,97.3714,87.8828,88.9758,91.6062,0.494825,15.8359,209.897,-340.837,33.8276,109.48
0.21735,0.158869,-1.31E-05,-0.000117964,-5.10E-05,0.184344,0.214207,990,0.157923,0.16464,1.00537,0.999992516,-0.00274658,0.00775146,1.02191,1.04181,12.4016,481.764,270.872,-500,-2.65279,4773.5,101.693,30.6845,36.1588,93.7786,93.3098,83.2483,86.0097,90.8759,0.728472,25.2129,209.786,-341.146,33.8813,163.053
0.266233,0.185343,-1.92E-05,1.15E-05,-2.44E-05,0.230446,0.246381,990,0.184413,0.191373,1.01141,0.999991968,-0.000244141,0.0145264,0.956787,1.01245,12.0624,520.736,906.472,-500,0.398029,3672.17,83.3471,29.9962,36.3092,93.7443,97.2291,87.0734,87.0734,89.6999,0.266477,4.50513,209.64,-341.479,34.0033,85.5579
0.203271,0.226167,-2.62E-06,6.23E-05,-2.01E-05,0.295981,0.307034,990,0.225604,0.227996,1.01251,0.999992834,-0.0045166,0.0167236,0.971741,1.05927,10.7218,548.557,623.89,-500,0.342091,3523.16,269.461,29.4612,36.3355,93.757,96.3814,83.6021,84.0753,87.3976,359.806,6.57765,209.646,-341.415,34.0324,63.3908
0.285224,0.274105,-1.44E-05,1.52E-05,-3.11E-05,0.345907,0.358587,990,0.270795,0.278295,1.02032,0.999992192,-0.00256348,0.00848389,0.973083,1.06708,15.4349,628.359,578.593,-500,0.653611,3310.7,8.7351,30.4247,36.3724,93.6986,93.3024,82.9929,86.1413,91.2872,0.730385,3.56791,209.525,-341.823,34.0416,39.9357
0.459515,0.218087,-2.08E-05,-1.56E-05,-8.07E-06,0.279532,0.286869,990,0.215681,0.224692,1.01282,0.999992017,-0.000854492,0.00396729,0.960022,1.02765,13.9357,529.754,913.985,-500,0.411012,3417.8,56.6221,29.1945,36.3495,93.7639,96.9458,83.5671,85.0326,84.0271,359.576,10.7565,209.65,-341.381,34.0479,70.3625
